"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"NOR","STINT","TOT","PC_PA","Q","2007-Q1",4.203333,
"NOR","STINT","TOT","PC_PA","Q","2007-Q2",4.63,
"NOR","STINT","TOT","PC_PA","Q","2007-Q3",5.193333,
"NOR","STINT","TOT","PC_PA","Q","2007-Q4",5.803333,
"NOR","STINT","TOT","PC_PA","Q","2008-Q1",5.96,
"NOR","STINT","TOT","PC_PA","Q","2008-Q2",6.396667,
"NOR","STINT","TOT","PC_PA","Q","2008-Q3",6.603333,
"NOR","STINT","TOT","PC_PA","Q","2008-Q4",5.913333,
"NOR","STINT","TOT","PC_PA","Q","2009-Q1",3.45,
"NOR","STINT","TOT","PC_PA","Q","2009-Q2",2.456667,
"NOR","STINT","TOT","PC_PA","Q","2009-Q3",1.893333,
"NOR","STINT","TOT","PC_PA","Q","2009-Q4",2.053333,
"NOR","STINT","TOT","PC_PA","Q","2010-Q1",2.273333,
"NOR","STINT","TOT","PC_PA","Q","2010-Q2",2.52,
"NOR","STINT","TOT","PC_PA","Q","2010-Q3",2.66,
"NOR","STINT","TOT","PC_PA","Q","2010-Q4",2.553333,
"NOR","STINT","TOT","PC_PA","Q","2011-Q1",2.606667,
"NOR","STINT","TOT","PC_PA","Q","2011-Q2",2.753333,
"NOR","STINT","TOT","PC_PA","Q","2011-Q3",3.04,
"NOR","STINT","TOT","PC_PA","Q","2011-Q4",3.086667,
"NOR","STINT","TOT","PC_PA","Q","2012-Q1",2.6,
"NOR","STINT","TOT","PC_PA","Q","2012-Q2",2.326667,
"NOR","STINT","TOT","PC_PA","Q","2012-Q3",2.11,
"NOR","STINT","TOT","PC_PA","Q","2012-Q4",1.903333,
"NOR","STINT","TOT","PC_PA","Q","2013-Q1",1.869816,
"NOR","STINT","TOT","PC_PA","Q","2013-Q2",1.772871,
"NOR","STINT","TOT","PC_PA","Q","2013-Q3",1.708417,
"NOR","STINT","TOT","PC_PA","Q","2013-Q4",1.669166,
"NOR","STINT","TOT","PC_PA","Q","2014-Q1",1.685237,
"NOR","STINT","TOT","PC_PA","Q","2014-Q2",1.791702,
"NOR","STINT","TOT","PC_PA","Q","2014-Q3",1.712836,
"NOR","STINT","TOT","PC_PA","Q","2014-Q4",1.606384,
"NOR","STINT","TOT","PC_PA","Q","2015-Q1",1.382698,
"NOR","STINT","TOT","PC_PA","Q","2015-Q2",1.436667,
"NOR","STINT","TOT","PC_PA","Q","2015-Q3",1.21,
"NOR","STINT","TOT","PC_PA","Q","2015-Q4",1.133333,
"NOR","STINT","TOT","PC_PA","Q","2016-Q1",1.09,
"NOR","STINT","TOT","PC_PA","Q","2016-Q2",0.9933333,
"NOR","STINT","TOT","PC_PA","Q","2016-Q3",1.06,
"NOR","STINT","TOT","PC_PA","Q","2016-Q4",1.123333,
"NOR","STINT","TOT","PC_PA","Q","2017-Q1",1.02,
"NOR","STINT","TOT","PC_PA","Q","2017-Q2",0.9166667,
"NOR","STINT","TOT","PC_PA","Q","2017-Q3",0.8133333,
"NOR","STINT","TOT","PC_PA","Q","2017-Q4",0.81,
"NZL","STINT","TOT","PC_PA","Q","1995-Q1",9.36,
"NZL","STINT","TOT","PC_PA","Q","1995-Q2",9.123333,
"NZL","STINT","TOT","PC_PA","Q","1995-Q3",9.03,
"NZL","STINT","TOT","PC_PA","Q","1995-Q4",8.52,
"NZL","STINT","TOT","PC_PA","Q","1996-Q1",8.66,
"NZL","STINT","TOT","PC_PA","Q","1996-Q2",9.693334,
"NZL","STINT","TOT","PC_PA","Q","1996-Q3",9.963333,
"NZL","STINT","TOT","PC_PA","Q","1996-Q4",8.886666,
"NZL","STINT","TOT","PC_PA","Q","1997-Q1",7.53,
"NZL","STINT","TOT","PC_PA","Q","1997-Q2",7.156667,
"NZL","STINT","TOT","PC_PA","Q","1997-Q3",8.063334,
"NZL","STINT","TOT","PC_PA","Q","1997-Q4",7.886667,
"NZL","STINT","TOT","PC_PA","Q","1998-Q1",8.946667,
"NZL","STINT","TOT","PC_PA","Q","1998-Q2",9.096666,
"NZL","STINT","TOT","PC_PA","Q","1998-Q3",6.776667,
"NZL","STINT","TOT","PC_PA","Q","1998-Q4",4.576667,
"NZL","STINT","TOT","PC_PA","Q","1999-Q1",4.453333,
"NZL","STINT","TOT","PC_PA","Q","1999-Q2",4.683333,
"NZL","STINT","TOT","PC_PA","Q","1999-Q3",4.81,
"NZL","STINT","TOT","PC_PA","Q","1999-Q4",5.373333,
"NZL","STINT","TOT","PC_PA","Q","2000-Q1",5.956666,
"NZL","STINT","TOT","PC_PA","Q","2000-Q2",6.713333,
"NZL","STINT","TOT","PC_PA","Q","2000-Q3",6.743333,
"NZL","STINT","TOT","PC_PA","Q","2000-Q4",6.666667,
"NZL","STINT","TOT","PC_PA","Q","2001-Q1",6.42,
"NZL","STINT","TOT","PC_PA","Q","2001-Q2",5.86,
"NZL","STINT","TOT","PC_PA","Q","2001-Q3",5.73,
"NZL","STINT","TOT","PC_PA","Q","2001-Q4",4.96,
"NZL","STINT","TOT","PC_PA","Q","2002-Q1",5.033333,
"NZL","STINT","TOT","PC_PA","Q","2002-Q2",5.823333,
"NZL","STINT","TOT","PC_PA","Q","2002-Q3",5.91,
"NZL","STINT","TOT","PC_PA","Q","2002-Q4",5.9,
"NZL","STINT","TOT","PC_PA","Q","2003-Q1",5.83,
"NZL","STINT","TOT","PC_PA","Q","2003-Q2",5.446667,
"NZL","STINT","TOT","PC_PA","Q","2003-Q3",5.123333,
"NZL","STINT","TOT","PC_PA","Q","2003-Q4",5.293334,
"NZL","STINT","TOT","PC_PA","Q","2004-Q1",5.493333,
"NZL","STINT","TOT","PC_PA","Q","2004-Q2",5.853333,
"NZL","STINT","TOT","PC_PA","Q","2004-Q3",6.443333,
"NZL","STINT","TOT","PC_PA","Q","2004-Q4",6.726666,
"NZL","STINT","TOT","PC_PA","Q","2005-Q1",6.86,
"NZL","STINT","TOT","PC_PA","Q","2005-Q2",7.043334,
"NZL","STINT","TOT","PC_PA","Q","2005-Q3",7.05,
"NZL","STINT","TOT","PC_PA","Q","2005-Q4",7.493333,
"NZL","STINT","TOT","PC_PA","Q","2006-Q1",7.553333,
"NZL","STINT","TOT","PC_PA","Q","2006-Q2",7.476666,
"NZL","STINT","TOT","PC_PA","Q","2006-Q3",7.51,
"NZL","STINT","TOT","PC_PA","Q","2006-Q4",7.643333,
"NZL","STINT","TOT","PC_PA","Q","2007-Q1",7.776667,
"NZL","STINT","TOT","PC_PA","Q","2007-Q2",8.13,
"NZL","STINT","TOT","PC_PA","Q","2007-Q3",8.656667,
"NZL","STINT","TOT","PC_PA","Q","2007-Q4",8.77,
"NZL","STINT","TOT","PC_PA","Q","2008-Q1",8.826667,
"NZL","STINT","TOT","PC_PA","Q","2008-Q2",8.753333,
"NZL","STINT","TOT","PC_PA","Q","2008-Q3",8.203333,
"NZL","STINT","TOT","PC_PA","Q","2008-Q4",6.303333,
"NZL","STINT","TOT","PC_PA","Q","2009-Q1",3.673333,
"NZL","STINT","TOT","PC_PA","Q","2009-Q2",2.906667,
"NZL","STINT","TOT","PC_PA","Q","2009-Q3",2.773333,
"NZL","STINT","TOT","PC_PA","Q","2009-Q4",2.79,
"NZL","STINT","TOT","PC_PA","Q","2010-Q1",2.726667,
"NZL","STINT","TOT","PC_PA","Q","2010-Q2",2.883333,
"NZL","STINT","TOT","PC_PA","Q","2010-Q3",3.22,
"NZL","STINT","TOT","PC_PA","Q","2010-Q4",3.173333,
"NZL","STINT","TOT","PC_PA","Q","2011-Q1",3.003333,
"NZL","STINT","TOT","PC_PA","Q","2011-Q2",2.653333,
"NZL","STINT","TOT","PC_PA","Q","2011-Q3",2.83,
"NZL","STINT","TOT","PC_PA","Q","2011-Q4",2.713333,
"NZL","STINT","TOT","PC_PA","Q","2012-Q1",2.743333,
"NZL","STINT","TOT","PC_PA","Q","2012-Q2",2.646667,
"NZL","STINT","TOT","PC_PA","Q","2012-Q3",2.65,
"NZL","STINT","TOT","PC_PA","Q","2012-Q4",2.646667,
"NZL","STINT","TOT","PC_PA","Q","2013-Q1",2.653333,
"NZL","STINT","TOT","PC_PA","Q","2013-Q2",2.643333,
"NZL","STINT","TOT","PC_PA","Q","2013-Q3",2.643333,
"NZL","STINT","TOT","PC_PA","Q","2013-Q4",2.686667,
"NZL","STINT","TOT","PC_PA","Q","2014-Q1",2.953333,
"NZL","STINT","TOT","PC_PA","Q","2014-Q2",3.38,
"NZL","STINT","TOT","PC_PA","Q","2014-Q3",3.69,
"NZL","STINT","TOT","PC_PA","Q","2014-Q4",3.673333,
"NZL","STINT","TOT","PC_PA","Q","2015-Q1",3.643333,
"NZL","STINT","TOT","PC_PA","Q","2015-Q2",3.496667,
"NZL","STINT","TOT","PC_PA","Q","2015-Q3",2.976667,
"NZL","STINT","TOT","PC_PA","Q","2015-Q4",2.846667,
"NZL","STINT","TOT","PC_PA","Q","2016-Q1",2.593333,
"NZL","STINT","TOT","PC_PA","Q","2016-Q2",2.363333,
"NZL","STINT","TOT","PC_PA","Q","2016-Q3",2.28,
"NZL","STINT","TOT","PC_PA","Q","2016-Q4",2.083333,
"NZL","STINT","TOT","PC_PA","Q","2017-Q1",1.993333,
"NZL","STINT","TOT","PC_PA","Q","2017-Q2",1.966667,
"NZL","STINT","TOT","PC_PA","Q","2017-Q3",1.953333,
"NZL","STINT","TOT","PC_PA","Q","2017-Q4",1.916667,
"SWE","STINT","TOT","PC_PA","Q","1995-Q1",8.196667,
"SWE","STINT","TOT","PC_PA","Q","1995-Q2",8.903334,
"SWE","STINT","TOT","PC_PA","Q","1995-Q3",9.11,
"SWE","STINT","TOT","PC_PA","Q","1995-Q4",8.773334,
"SWE","STINT","TOT","PC_PA","Q","1996-Q1",7.643333,
"SWE","STINT","TOT","PC_PA","Q","1996-Q2",6.076667,
"SWE","STINT","TOT","PC_PA","Q","1996-Q3",5.133333,
"SWE","STINT","TOT","PC_PA","Q","1996-Q4",4.306667,
"SWE","STINT","TOT","PC_PA","Q","1997-Q1",3.94,
"SWE","STINT","TOT","PC_PA","Q","1997-Q2",4.056667,
"SWE","STINT","TOT","PC_PA","Q","1997-Q3",4.113333,
"SWE","STINT","TOT","PC_PA","Q","1997-Q4",4.32,
"SWE","STINT","TOT","PC_PA","Q","1998-Q1",4.406667,
"SWE","STINT","TOT","PC_PA","Q","1998-Q2",4.386667,
"SWE","STINT","TOT","PC_PA","Q","1998-Q3",4.163333,
"SWE","STINT","TOT","PC_PA","Q","1998-Q4",3.793333,
"SWE","STINT","TOT","PC_PA","Q","1999-Q1",3.18,
"SWE","STINT","TOT","PC_PA","Q","1999-Q2",2.92,
"SWE","STINT","TOT","PC_PA","Q","1999-Q3",3.02,
"SWE","STINT","TOT","PC_PA","Q","1999-Q4",3.34,
"SWE","STINT","TOT","PC_PA","Q","2000-Q1",3.843333,
"SWE","STINT","TOT","PC_PA","Q","2000-Q2",3.963333,
"SWE","STINT","TOT","PC_PA","Q","2000-Q3",3.99,
"SWE","STINT","TOT","PC_PA","Q","2000-Q4",4.02,
"SWE","STINT","TOT","PC_PA","Q","2001-Q1",4.076667,
"SWE","STINT","TOT","PC_PA","Q","2001-Q2",4.04,
"SWE","STINT","TOT","PC_PA","Q","2001-Q3",4.2,
"SWE","STINT","TOT","PC_PA","Q","2001-Q4",3.705,
"SWE","STINT","TOT","PC_PA","Q","2002-Q1",3.9,
"SWE","STINT","TOT","PC_PA","Q","2002-Q2",4.273334,
"SWE","STINT","TOT","PC_PA","Q","2002-Q3",4.206666,
"SWE","STINT","TOT","PC_PA","Q","2002-Q4",3.883333,
"SWE","STINT","TOT","PC_PA","Q","2003-Q1",3.553333,
"SWE","STINT","TOT","PC_PA","Q","2003-Q2",3.136667,
"SWE","STINT","TOT","PC_PA","Q","2003-Q3",2.7,
"SWE","STINT","TOT","PC_PA","Q","2003-Q4",2.716667,
"SWE","STINT","TOT","PC_PA","Q","2004-Q1",2.473333,
"SWE","STINT","TOT","PC_PA","Q","2004-Q2",1.996667,
"SWE","STINT","TOT","PC_PA","Q","2004-Q3",1.993333,
"SWE","STINT","TOT","PC_PA","Q","2004-Q4",1.993333,
"SWE","STINT","TOT","PC_PA","Q","2005-Q1",1.98,
"SWE","STINT","TOT","PC_PA","Q","2005-Q2",1.846667,
"SWE","STINT","TOT","PC_PA","Q","2005-Q3",1.476667,
"SWE","STINT","TOT","PC_PA","Q","2005-Q4",1.563333,
"SWE","STINT","TOT","PC_PA","Q","2006-Q1",1.906667,
"SWE","STINT","TOT","PC_PA","Q","2006-Q2",2.123333,
"SWE","STINT","TOT","PC_PA","Q","2006-Q3",2.416667,
"SWE","STINT","TOT","PC_PA","Q","2006-Q4",2.88,
"SWE","STINT","TOT","PC_PA","Q","2007-Q1",3.253333,
"SWE","STINT","TOT","PC_PA","Q","2007-Q2",3.396667,
"SWE","STINT","TOT","PC_PA","Q","2007-Q3",3.576667,
"SWE","STINT","TOT","PC_PA","Q","2007-Q4",3.983333,
"SWE","STINT","TOT","PC_PA","Q","2008-Q1",4.186666,
"SWE","STINT","TOT","PC_PA","Q","2008-Q2",4.14,
"SWE","STINT","TOT","PC_PA","Q","2008-Q3",4.41,
"SWE","STINT","TOT","PC_PA","Q","2008-Q4",2.883333,
"SWE","STINT","TOT","PC_PA","Q","2009-Q1",0.8666667,
"SWE","STINT","TOT","PC_PA","Q","2009-Q2",0.3866667,
"SWE","STINT","TOT","PC_PA","Q","2009-Q3",0.1633333,
"SWE","STINT","TOT","PC_PA","Q","2009-Q4",0.1766667,
"SWE","STINT","TOT","PC_PA","Q","2010-Q1",0.2166667,
"SWE","STINT","TOT","PC_PA","Q","2010-Q2",0.28,
"SWE","STINT","TOT","PC_PA","Q","2010-Q3",0.4533333,
"SWE","STINT","TOT","PC_PA","Q","2010-Q4",1.066667,
"SWE","STINT","TOT","PC_PA","Q","2011-Q1",1.656667,
"SWE","STINT","TOT","PC_PA","Q","2011-Q2",1.853333,
"SWE","STINT","TOT","PC_PA","Q","2011-Q3",1.696667,
"SWE","STINT","TOT","PC_PA","Q","2011-Q4",1.423333,
"SWE","STINT","TOT","PC_PA","Q","2012-Q1",1.546667,
"SWE","STINT","TOT","PC_PA","Q","2012-Q2",1.353333,
"SWE","STINT","TOT","PC_PA","Q","2012-Q3",1.096667,
"SWE","STINT","TOT","PC_PA","Q","2012-Q4",1.016667,
"SWE","STINT","TOT","PC_PA","Q","2013-Q1",0.97,
"SWE","STINT","TOT","PC_PA","Q","2013-Q2",0.93,
"SWE","STINT","TOT","PC_PA","Q","2013-Q3",0.9166667,
"SWE","STINT","TOT","PC_PA","Q","2013-Q4",0.8866667,
"SWE","STINT","TOT","PC_PA","Q","2014-Q1",0.73,
"SWE","STINT","TOT","PC_PA","Q","2014-Q2",0.6466666,
"SWE","STINT","TOT","PC_PA","Q","2014-Q3",0.2233333,
"SWE","STINT","TOT","PC_PA","Q","2014-Q4",0.08333334,
"SWE","STINT","TOT","PC_PA","Q","2015-Q1",-0.006666667,
"SWE","STINT","TOT","PC_PA","Q","2015-Q2",-0.2833333,
"SWE","STINT","TOT","PC_PA","Q","2015-Q3",-0.4733333,
"SWE","STINT","TOT","PC_PA","Q","2015-Q4",-0.3933333,
"SWE","STINT","TOT","PC_PA","Q","2016-Q1",-0.5166667,
"SWE","STINT","TOT","PC_PA","Q","2016-Q2",-0.6066667,
"SWE","STINT","TOT","PC_PA","Q","2016-Q3",-0.72,
"SWE","STINT","TOT","PC_PA","Q","2016-Q4",-0.7766666,
"SWE","STINT","TOT","PC_PA","Q","2017-Q1",-0.6966667,
"SWE","STINT","TOT","PC_PA","Q","2017-Q2",-0.64,
"SWE","STINT","TOT","PC_PA","Q","2017-Q3",-0.73,
"SWE","STINT","TOT","PC_PA","Q","2017-Q4",-0.7133333,
"IRL","STINT","TOT","PC_PA","Q","1995-Q1",6.523334,
"IRL","STINT","TOT","PC_PA","Q","1995-Q2",6.73,
"IRL","STINT","TOT","PC_PA","Q","1995-Q3",6.153333,
"IRL","STINT","TOT","PC_PA","Q","1995-Q4",5.583333,
"IRL","STINT","TOT","PC_PA","Q","1996-Q1",5.106667,
"IRL","STINT","TOT","PC_PA","Q","1996-Q2",5.11,
"IRL","STINT","TOT","PC_PA","Q","1996-Q3",5.7,
"IRL","STINT","TOT","PC_PA","Q","1996-Q4",5.756667,
"IRL","STINT","TOT","PC_PA","Q","1997-Q1",5.776667,
"IRL","STINT","TOT","PC_PA","Q","1997-Q2",6.233333,
"IRL","STINT","TOT","PC_PA","Q","1997-Q3",6.22,
"IRL","STINT","TOT","PC_PA","Q","1997-Q4",6.136667,
"IRL","STINT","TOT","PC_PA","Q","1998-Q1",5.92,
"IRL","STINT","TOT","PC_PA","Q","1998-Q2",6.253334,
"IRL","STINT","TOT","PC_PA","Q","1998-Q3",5.896667,
"IRL","STINT","TOT","PC_PA","Q","1998-Q4",3.633333,
"IRL","STINT","TOT","PC_PA","Q","1999-Q1",3.090733,
"IRL","STINT","TOT","PC_PA","Q","1999-Q2",2.634067,
"IRL","STINT","TOT","PC_PA","Q","1999-Q3",2.6994,
"IRL","STINT","TOT","PC_PA","Q","1999-Q4",3.4298,
"IRL","STINT","TOT","PC_PA","Q","2000-Q1",3.5423,
"IRL","STINT","TOT","PC_PA","Q","2000-Q2",4.263,
"IRL","STINT","TOT","PC_PA","Q","2000-Q3",4.7376,
"IRL","STINT","TOT","PC_PA","Q","2000-Q4",5.024167,
"IRL","STINT","TOT","PC_PA","Q","2001-Q1",4.745033,
"IRL","STINT","TOT","PC_PA","Q","2001-Q2",4.590766,
"IRL","STINT","TOT","PC_PA","Q","2001-Q3",4.267833,
"IRL","STINT","TOT","PC_PA","Q","2001-Q4",3.4435,
"IRL","STINT","TOT","PC_PA","Q","2002-Q1",3.362233,
"IRL","STINT","TOT","PC_PA","Q","2002-Q2",3.446,
"IRL","STINT","TOT","PC_PA","Q","2002-Q3",3.357333,
"IRL","STINT","TOT","PC_PA","Q","2002-Q4",3.1088,
"IRL","STINT","TOT","PC_PA","Q","2003-Q1",2.6831,
"IRL","STINT","TOT","PC_PA","Q","2003-Q2",2.3619,
"IRL","STINT","TOT","PC_PA","Q","2003-Q3",2.139233,
"IRL","STINT","TOT","PC_PA","Q","2003-Q4",2.149633,
"IRL","STINT","TOT","PC_PA","Q","2004-Q1",2.062967,
"IRL","STINT","TOT","PC_PA","Q","2004-Q2",2.082467,
"IRL","STINT","TOT","PC_PA","Q","2004-Q3",2.1163,
"IRL","STINT","TOT","PC_PA","Q","2004-Q4",2.1636,
"IRL","STINT","TOT","PC_PA","Q","2005-Q1",2.140333,
"IRL","STINT","TOT","PC_PA","Q","2005-Q2",2.1246,
"IRL","STINT","TOT","PC_PA","Q","2005-Q3",2.130333,
"IRL","STINT","TOT","PC_PA","Q","2005-Q4",2.343467,
"IRL","STINT","TOT","PC_PA","Q","2006-Q1",2.611567,
"IRL","STINT","TOT","PC_PA","Q","2006-Q2",2.8895,
"IRL","STINT","TOT","PC_PA","Q","2006-Q3",3.221367,
"IRL","STINT","TOT","PC_PA","Q","2006-Q4",3.594467,
"IRL","STINT","TOT","PC_PA","Q","2007-Q1",3.820333,
"IRL","STINT","TOT","PC_PA","Q","2007-Q2",4.064833,
"IRL","STINT","TOT","PC_PA","Q","2007-Q3",4.5005,
"IRL","STINT","TOT","PC_PA","Q","2007-Q4",4.724767,
"IRL","STINT","TOT","PC_PA","Q","2008-Q1",4.48,
"IRL","STINT","TOT","PC_PA","Q","2008-Q2",4.860466,
"IRL","STINT","TOT","PC_PA","Q","2008-Q3",4.9818,
"IRL","STINT","TOT","PC_PA","Q","2008-Q4",4.214667,
"IRL","STINT","TOT","PC_PA","Q","2009-Q1",2.0117,
"IRL","STINT","TOT","PC_PA","Q","2009-Q2",1.310633,
"IRL","STINT","TOT","PC_PA","Q","2009-Q3",0.8692,
"IRL","STINT","TOT","PC_PA","Q","2009-Q4",0.7219,
"IRL","STINT","TOT","PC_PA","Q","2010-Q1",0.6621667,
"IRL","STINT","TOT","PC_PA","Q","2010-Q2",0.6862667,
"IRL","STINT","TOT","PC_PA","Q","2010-Q3",0.8749334,
"IRL","STINT","TOT","PC_PA","Q","2010-Q4",1.020467,
"IRL","STINT","TOT","PC_PA","Q","2011-Q1",1.093133,
"IRL","STINT","TOT","PC_PA","Q","2011-Q2",1.411633,
"IRL","STINT","TOT","PC_PA","Q","2011-Q3",1.562067,
"IRL","STINT","TOT","PC_PA","Q","2011-Q4",1.495567,
"IRL","STINT","TOT","PC_PA","Q","2012-Q1",1.043,
"IRL","STINT","TOT","PC_PA","Q","2012-Q2",0.6960334,
"IRL","STINT","TOT","PC_PA","Q","2012-Q3",0.3585667,
"IRL","STINT","TOT","PC_PA","Q","2012-Q4",0.1951333,
"IRL","STINT","TOT","PC_PA","Q","2013-Q1",0.2114667,
"IRL","STINT","TOT","PC_PA","Q","2013-Q2",0.2068,
"IRL","STINT","TOT","PC_PA","Q","2013-Q3",0.2235,
"IRL","STINT","TOT","PC_PA","Q","2013-Q4",0.2409,
"IRL","STINT","TOT","PC_PA","Q","2014-Q1",0.2951333,
"IRL","STINT","TOT","PC_PA","Q","2014-Q2",0.2985667,
"IRL","STINT","TOT","PC_PA","Q","2014-Q3",0.1645667,
"IRL","STINT","TOT","PC_PA","Q","2014-Q4",0.08146667,
"IRL","STINT","TOT","PC_PA","Q","2015-Q1",0.04603333,
"IRL","STINT","TOT","PC_PA","Q","2015-Q2",-0.006533334,
"IRL","STINT","TOT","PC_PA","Q","2015-Q3",-0.0278,
"IRL","STINT","TOT","PC_PA","Q","2015-Q4",-0.08916666,
"IRL","STINT","TOT","PC_PA","Q","2016-Q1",-0.1860667,
"IRL","STINT","TOT","PC_PA","Q","2016-Q2",-0.2581,
"IRL","STINT","TOT","PC_PA","Q","2016-Q3",-0.2981,
"IRL","STINT","TOT","PC_PA","Q","2016-Q4",-0.3125,
"IRL","STINT","TOT","PC_PA","Q","2017-Q1",-0.3278,
"IRL","STINT","TOT","PC_PA","Q","2017-Q2",-0.3299667,
"IRL","STINT","TOT","PC_PA","Q","2017-Q3",-0.3296333,
"IRL","STINT","TOT","PC_PA","Q","2017-Q4",-0.3288,
"ISL","STINT","TOT","PC_PA","Q","1995-Q1",6.65,
"ISL","STINT","TOT","PC_PA","Q","1995-Q2",7.1,
"ISL","STINT","TOT","PC_PA","Q","1995-Q3",7.133333,
"ISL","STINT","TOT","PC_PA","Q","1995-Q4",7.133333,
"ISL","STINT","TOT","PC_PA","Q","1996-Q1",7.566667,
"ISL","STINT","TOT","PC_PA","Q","1996-Q2",6.566667,
"ISL","STINT","TOT","PC_PA","Q","1996-Q3",6.733333,
"ISL","STINT","TOT","PC_PA","Q","1996-Q4",7.1,
"ISL","STINT","TOT","PC_PA","Q","1997-Q1",7.133333,
"ISL","STINT","TOT","PC_PA","Q","1997-Q2",7.033333,
"ISL","STINT","TOT","PC_PA","Q","1997-Q3",6.966667,
"ISL","STINT","TOT","PC_PA","Q","1997-Q4",7.133333,
"ISL","STINT","TOT","PC_PA","Q","1998-Q1",7.333333,
"ISL","STINT","TOT","PC_PA","Q","1998-Q2",7.3,
"ISL","STINT","TOT","PC_PA","Q","1998-Q3",7.333667,
"ISL","STINT","TOT","PC_PA","Q","1998-Q4",7.864333,
"ISL","STINT","TOT","PC_PA","Q","1999-Q1",8.189,
"ISL","STINT","TOT","PC_PA","Q","1999-Q2",8.768666,
"ISL","STINT","TOT","PC_PA","Q","1999-Q3",9.298667,
"ISL","STINT","TOT","PC_PA","Q","1999-Q4",11.07967,
"ISL","STINT","TOT","PC_PA","Q","2000-Q1",10.56033,
"ISL","STINT","TOT","PC_PA","Q","2000-Q2",10.99233,
"ISL","STINT","TOT","PC_PA","Q","2000-Q3",11.62067,
"ISL","STINT","TOT","PC_PA","Q","2000-Q4",11.67567,
"ISL","STINT","TOT","PC_PA","Q","2001-Q1",11.70933,
"ISL","STINT","TOT","PC_PA","Q","2001-Q2",12.25867,
"ISL","STINT","TOT","PC_PA","Q","2001-Q3",12.01433,
"ISL","STINT","TOT","PC_PA","Q","2001-Q4",11.96767,
"ISL","STINT","TOT","PC_PA","Q","2002-Q1",12.10967,
"ISL","STINT","TOT","PC_PA","Q","2002-Q2",9.628333,
"ISL","STINT","TOT","PC_PA","Q","2002-Q3",7.787667,
"ISL","STINT","TOT","PC_PA","Q","2002-Q4",6.371666,
"ISL","STINT","TOT","PC_PA","Q","2003-Q1",5.779667,
"ISL","STINT","TOT","PC_PA","Q","2003-Q2",5.270667,
"ISL","STINT","TOT","PC_PA","Q","2003-Q3",5.249333,
"ISL","STINT","TOT","PC_PA","Q","2003-Q4",5.1,
"ISL","STINT","TOT","PC_PA","Q","2004-Q1",5.228333,
"ISL","STINT","TOT","PC_PA","Q","2004-Q2",5.700667,
"ISL","STINT","TOT","PC_PA","Q","2004-Q3",6.546,
"ISL","STINT","TOT","PC_PA","Q","2004-Q4",7.678667,
"ISL","STINT","TOT","PC_PA","Q","2005-Q1",8.774667,
"ISL","STINT","TOT","PC_PA","Q","2005-Q2",9.228,
"ISL","STINT","TOT","PC_PA","Q","2005-Q3",9.347,
"ISL","STINT","TOT","PC_PA","Q","2005-Q4",10.08533,
"ISL","STINT","TOT","PC_PA","Q","2006-Q1",10.37967,
"ISL","STINT","TOT","PC_PA","Q","2006-Q2",11.84067,
"ISL","STINT","TOT","PC_PA","Q","2006-Q3",12.98667,
"ISL","STINT","TOT","PC_PA","Q","2006-Q4",14.20967,
"ISL","STINT","TOT","PC_PA","Q","2007-Q1",14.87167,
"ISL","STINT","TOT","PC_PA","Q","2007-Q2",13.923,
"ISL","STINT","TOT","PC_PA","Q","2007-Q3",14.207,
"ISL","STINT","TOT","PC_PA","Q","2007-Q4",14.161,
"ISL","STINT","TOT","PC_PA","Q","2008-Q1",14.016,
"ISL","STINT","TOT","PC_PA","Q","2008-Q2",15.81,
"ISL","STINT","TOT","PC_PA","Q","2008-Q3",16.086,
"ISL","STINT","TOT","PC_PA","Q","2008-Q4",17.38333,
"ISL","STINT","TOT","PC_PA","Q","2009-Q1",17.96,
"ISL","STINT","TOT","PC_PA","Q","2009-Q2",10.42333,
"ISL","STINT","TOT","PC_PA","Q","2009-Q3",8.166667,
"ISL","STINT","TOT","PC_PA","Q","2009-Q4",8.576667,
"ISL","STINT","TOT","PC_PA","Q","2010-Q1",8.253333,
"ISL","STINT","TOT","PC_PA","Q","2010-Q2",7.633333,
"ISL","STINT","TOT","PC_PA","Q","2010-Q3",6.453333,
"ISL","STINT","TOT","PC_PA","Q","2010-Q4",4.816667,
"ISL","STINT","TOT","PC_PA","Q","2011-Q1",4.04,
"ISL","STINT","TOT","PC_PA","Q","2011-Q2",4,
"ISL","STINT","TOT","PC_PA","Q","2011-Q3",4.276667,
"ISL","STINT","TOT","PC_PA","Q","2011-Q4",4.71,
"ISL","STINT","TOT","PC_PA","Q","2012-Q1",4.823333,
"ISL","STINT","TOT","PC_PA","Q","2012-Q2",5.386667,
"ISL","STINT","TOT","PC_PA","Q","2012-Q3",5.75,
"ISL","STINT","TOT","PC_PA","Q","2012-Q4",6.093333,
"ISL","STINT","TOT","PC_PA","Q","2013-Q1",6.153333,
"ISL","STINT","TOT","PC_PA","Q","2013-Q2",6.2,
"ISL","STINT","TOT","PC_PA","Q","2013-Q3",6.2,
"ISL","STINT","TOT","PC_PA","Q","2013-Q4",6.2,
"ISL","STINT","TOT","PC_PA","Q","2014-Q1",6.19,
"ISL","STINT","TOT","PC_PA","Q","2014-Q2",6.063334,
"ISL","STINT","TOT","PC_PA","Q","2014-Q3",6.1,
